queryID,query
Q1794,age=44
Q1795,"name=Melanie Green,job=Surveyor, insurance"
Q1796,"job=Scientist, research (maths)"
Q1797,"name=Crystal Terry,city=Martina Franca,age=33"
Q1798,"name=Kimberly Moran,city=Empoli,age=52,job=Claims inspector/assessor"
Q1799,name=James Smith
Q1800,job=Theatre stage manager
Q1801,"name=Alicia Francis,city=Verona"
Q1802,"name=Deanna Ford,job=Pensions consultant"
Q1803,"job=Buyer, retail"
Q1804,"name=Pamela Porter,city=Cava de Tirreni"
Q1805,"city=Messina,age=32"
Q1806,"name=Ashley Allen,age=60,job=Doctor, general practice"
Q1807,name=Bruce Levine
Q1808,"name=Matthew Fernandez,age=64,job=Waste management officer"
Q1809,"name=Joseph Lyons,city=Vallombrosa,age=42,job=Production assistant, television"
Q1810,"name=Virginia Garcia,city=Ariano Irpino,age=52,job=Human resources officer"
Q1811,"name=Billy Mcmahon,city=Como,age=36,job=Radiation protection practitioner"
Q1812,"city=Pietrasanta,age=19,job=Engineer, land"
Q1813,"name=Susan Molina,job=Actor"
Q1814,"name=Catherine Monroe,age=40,job=Prison officer"
Q1815,"name=Emily Hood,job=Illustrator"
Q1816,"name=Janet Harris,age=42"
Q1817,"name=William Bailey,city=Vittoria,age=28"
Q1818,"name=Joshua Daugherty,age=40"
Q1819,"name=Molly Rush,age=30"
Q1820,"name=Mark Braun,city=Frosinone,age=31,job=Retail buyer"
Q1821,"name=Gregory Jackson,job=Scientist, research (medical)"
Q1822,name=Gregory Butler
Q1823,"name=Marie Thompson,city=Foggia,age=50"
Q1824,"name=Daniel Haney,age=39"
Q1825,"name=Catherine Martin,city=Mestre,age=42"
Q1826,name=Amy Miller
Q1827,"name=Daniel Wright,city=Monza,age=47"
Q1828,"age=63,job=Prison officer"
Q1829,"city=Castelfranco Veneto,job=Doctor, general practice"
Q1830,"city=Monfalcone,job=Engineer, site"
Q1831,"name=Joshua Bates,city=Cassino,job=Teacher, adult education"
Q1832,"name=Jonathan Graves,city=Moncalieri,job=Horticultural therapist"
Q1833,"name=Cynthia Adams,city=Carrara,age=19"
Q1834,"name=Edward Hall,age=33"
Q1835,"name=David Rogers,city=Cremona,job=Acupuncturist"
Q1836,city=Verona
Q1837,"name=Sandy Hines,city=Manduria,age=34,job=Fisheries officer"
Q1838,"city=Modena,job=Photographer"
Q1839,"name=Grace Powell,city=Avola,job=Garment/textile technologist"
Q1840,"age=20,job=Patent examiner"
Q1841,"name=Scott May,city=Avezzano,job=Air broker"
Q1842,"name=Andrew Jimenez,age=43"
Q1843,"name=Laurie Estrada,city=Voghera,age=60"
Q1844,city=Gela
Q1845,"city=Milazzo,age=43"
Q1846,"name=Brian Hunt,city=Civitavecchia,age=64"
Q1847,"name=Joshua Bryant,age=45,job=Chartered certified accountant"
Q1848,"age=44,job=Buyer, retail"
Q1849,"name=Bradley Larson,age=24,job=Fashion designer"
Q1850,"name=Kim Moore,age=39"
Q1851,name=Ashley Hill
Q1852,job=Special effects artist
Q1853,"city=Busto Arsizio,job=Regulatory affairs officer"
Q1854,"name=Jeffery Sullivan,city=Prato,age=62"
Q1855,"name=Christina Cole,city=Altamura,age=50,job=Scientist, research (physical sciences)"
Q1856,job=Animal nutritionist
Q1857,"name=Jeremy Simmons,age=31"
Q1858,job=Forensic scientist
Q1859,city=Friuliâ€“Venezia Giulia
Q1860,"name=Nichole Olson,city=San Giovanni Rotondo,job=Scientific laboratory technician"
Q1861,"city=Novara,age=63"
Q1862,"city=Biella,age=37"
Q1863,"city=Corleone,age=21"
Q1864,age=46
Q1865,city=Otranto
Q1866,name=Charles Lee
Q1867,"city=Volterra,age=42,job=Sales executive"
Q1868,"name=Caitlin Holmes,city=Umbria,age=44,job=Surgeon"
Q1869,"job=Surveyor, building control"
Q1870,"name=Helen Chapman,city=Florence,job=Merchant navy officer"
Q1871,"name=Joann Morrow,city=La Spezia,age=21"
Q1872,"name=Julian Rodgers,age=53"
Q1873,"name=Jeffrey Brown,city=Catania,age=27"
Q1874,"name=Luke Price MD,city=Aquileia"
Q1875,"city=Piacenza,job=Technical brewer"
Q1876,"age=61,job=Public relations officer"
Q1877,"name=Kimberly Martin,age=33"
Q1878,name=Daniel Nichols
Q1879,"name=Jennifer Smith,city=Marino,age=47"
Q1880,"name=Bryan Robinson,city=Vercelli,age=50"
Q1881,"name=Bryan Rivera,city=Rapallo,age=40"
Q1882,"name=Bryan Giles,city=Rimini,age=62"
Q1883,age=22
Q1884,"name=Blake Bentley,job=Location manager"
Q1885,city=Caserta
Q1886,"name=Lisa Thompson,city=Melfi,age=36"
Q1887,"name=Stephen Johnson,city=Naples,age=42,job=Prison officer"
Q1888,"city=San Remo,age=28,job=Communications engineer"
Q1889,city=Bagheria
Q1890,"name=Walter Long,city=Cividale del Friuli,age=59,job=Engineer, electronics"
Q1891,"name=Robin Gonzalez,city=Civitanova Marche,age=34,job=Technical sales engineer"
Q1892,"name=Erica Stephens,age=54"
Q1893,"name=Tim Rogers,age=20,job=Intelligence analyst"
Q1894,"name=Matthew Pratt,job=Web designer"
Q1895,"city=Ceglie Messapico,age=51"
Q1896,job=Marine scientist
Q1897,age=53
Q1898,"job=Therapist, art"
Q1899,"name=Darlene Rivas,job=Designer, blown glass/stained glass"
Q1900,"city=Enna,age=64,job=Education officer, community"
Q1901,age=52
Q1902,"job=Engineer, aeronautical"
Q1903,"name=Natalie Baker,age=51"
Q1904,"name=Richard Cervantes,age=65"
Q1905,"name=Ashley Baldwin,job=Air traffic controller"
Q1906,"city=Nuoro,job=Biochemist, clinical"
Q1907,"city=Benevento,age=41,job=Charity fundraiser"
Q1908,name=Barry Wade
Q1909,"city=Lecco,age=56,job=Designer, textile"
Q1910,"name=Ryan Mcdowell,city=Rome,age=44"
Q1911,job=Secondary school teacher
Q1912,"name=Melanie Diaz,age=21,job=Purchasing manager"
Q1913,"name=Sherry Wang,age=42,job=Television/film/video producer"
Q1914,"name=Megan Davis,age=58,job=Press sub"
Q1915,city=Alessandria
Q1916,city=Comiso
Q1917,"city=Martina Franca,age=40,job=Early years teacher"
Q1918,"name=Alex Jordan,job=Banker"
Q1919,"name=David Robertson,job=Podiatrist"
Q1920,"name=Bianca Crane,job=Engineer, mining"
Q1921,"name=James Garza,job=Photographer"
Q1922,city=Martina Franca
Q1923,name=Amanda Hodges
Q1924,name=Robert Escobar
Q1925,"name=Mark Allen,city=Martina Franca,job=Engineer, production"
Q1926,"name=Travis Carroll,city=Magenta,age=49"
Q1927,"age=36,job=Engineer, chemical"
Q1928,"name=Anna Brooks,city=Corleone,job=Scientist, research (physical sciences)"
Q1929,city=Rovigo
Q1930,job=Catering manager
Q1931,"name=Mark Harris,city=Como"
Q1932,name=Ryan Williams
Q1933,"city=Isernia,age=26,job=Arts administrator"
Q1934,"name=Judy Wood,age=42"
Q1935,"city=Gioia del Colle,age=39"
Q1936,"name=Kari Hudson,age=59,job=Embryologist, clinical"
Q1937,"age=61,job=Education officer, museum"
Q1938,"name=Joshua Clark,job=Designer, ceramics/pottery"
Q1939,"name=Sarah Powers,age=23,job=Equality and diversity officer"
Q1940,"city=Tivoli,job=Metallurgist"
Q1941,"name=Aaron Shields,city=Reggio nellâ€™Emilia"
Q1942,city=Gioia del Colle
Q1943,"age=50,job=Nature conservation officer"
Q1944,"name=Sarah Phillips DVM,city=Trento,age=22"
Q1945,age=50
Q1946,"name=Colleen Curtis,city=Alcamo"
Q1947,"city=Emilia-Romagna,age=62,job=Armed forces technical officer"
Q1948,"name=Denise Lopez,city=Castelvetrano,age=64,job=Teacher, music"
Q1949,city=Cascina
Q1950,age=48
Q1951,"name=Cody Franco,city=Basilicata,job=Investment banker, operational"
Q1952,job=Fast food restaurant manager
Q1953,"name=Donna Craig,city=Mazara del Vallo,job=Airline pilot"
Q1954,name=Katherine Simmons
Q1955,"name=William Foley,city=Cascina,job=Commercial art gallery manager"
Q1956,"name=Rebekah Griffith,age=56,job=Librarian, academic"
Q1957,"name=Wanda Young,city=Peschiera del Garda,age=37"
Q1958,"city=CittÃ  di Castello,age=48,job=Engineer, biomedical"
Q1959,"city=Bologna,age=29,job=Chief Marketing Officer"
Q1960,"age=59,job=Optician, dispensing"
Q1961,"city=Ruvo di Puglia,job=Chartered management accountant"
Q1962,name=Amber Kim
Q1963,"age=33,job=Professor Emeritus"
Q1964,"name=Alicia Oliver,job=Scientist, research (life sciences)"
Q1965,"name=Alexis Wilson,city=Cortina dâ€™Ampezzo,job=Minerals surveyor"
Q1966,city=Gorizia
Q1967,"name=Juan Lee,city=Tarquinia,age=61,job=Barrister's clerk"
Q1968,name=James Cunningham
Q1969,city=Cento
Q1970,name=Anthony Silva
Q1971,"name=Anthony Moreno MD,city=Imperia,age=32"
Q1972,name=Andrew Wolfe
Q1973,"name=Elizabeth Lara,city=Tuscania"
Q1974,"name=Lisa Ray,city=Sulmona,age=61,job=Hydrologist"
Q1975,city=Agrigento
Q1976,"name=Ashley Fields,city=Palermo,job=Higher education careers adviser"
Q1977,"name=Christopher Edwards,city=Vittorio Veneto,age=47"
Q1978,job=Senior tax professional/tax inspector
Q1979,"name=Monica Warren,city=Mazara del Vallo"
Q1980,"age=57,job=Public affairs consultant"
Q1981,"age=35,job=Production designer, theatre/television/film"
Q1982,job=Community education officer
Q1983,"name=Brenda Cabrera,city=Capannori"
Q1984,"city=Vasto,age=53,job=Historic buildings inspector/conservation officer"
Q1985,"name=Tammy Garcia,city=Aosta"
Q1986,"age=65,job=Exhibition designer"
Q1987,city=Capannori
Q1988,"name=Jennifer Taylor,age=49"
Q1989,"name=Ashley Fields,city=Reggio nellâ€™Emilia,job=Restaurant manager"
Q1990,"name=Samantha Evans,city=Trieste"
Q1991,"city=Capannori,job=Speech and language therapist"
Q1992,name=Thomas Rogers
Q1993,"age=53,job=Veterinary surgeon"
Q1994,name=Margaret Zavala
Q1995,age=49
Q1996,"name=Dr. Nicholas Baird,city=Friuliâ€“Venezia Giulia,job=Heritage manager"
Q1997,job=Computer games developer
Q1998,"name=Dr. Thomas Carroll,city=Fidenza,age=55,job=Logistics and distribution manager"
Q1999,"name=Mark Warren,city=Capannori,job=Presenter, broadcasting"
Q2000,"name=Andrea Bryan,job=Secretary/administrator"
